Best_overall,Overall_rating,Potential,Age,Value
67,64,76,20,1400000.0
65,64,79,19,1300000.0
63,62,75,20,900000.0
49,47,57,17,90000.0
56,52,65,21,200000.0
59,57,70,19,400000.0
59,59,67,21,450000.0
62,60,73,21,575000.0
62,62,74,21,950000.0
59,58,76,18,525000.0
68,65,78,20,1700000.0
66,63,76,18,1100000.0
59,56,68,19,350000.0
53,51,72,17,180000.0
51,51,74,17,180000.0
63,61,78,18,825000.0
68,67,72,21,1500000.0
57,54,68,18,250000.0
55,52,63,18,170000.0
59,57,61,26,200000.0
65,63,69,22,700000.0
74,72,75,27,2700000.0
64,59,75,19,575000.0
67,66,71,25,1200000.0
67,64,70,23,925000.0
57,57,64,23,275000.0
54,53,67,20,230000.0
65,63,73,21,1100000.0
58,56,65,21,325000.0
64,63,73,21,1000000.0
62,61,67,21,525000.0
66,65,68,24,875000.0
65,63,66,25,625000.0
66,64,74,20,1200000.0
65,64,73,21,1300000.0
49,47,61,20,110000.0
48,46,54,22,100000.0
57,57,82,16,475000.0
63,61,73,19,725000.0
70,68,76,22,2700000.0
65,61,75,19,775000.0
63,59,76,20,600000.0
70,68,74,22,1800000.0
58,57,67,21,350000.0
66,66,75,21,1800000.0
66,64,73,20,1300000.0
68,67,83,18,2500000.0
60,60,68,22,475000.0
56,56,66,22,300000.0
53,53,59,19,130000.0
50,50,66,20,120000.0
62,60,76,19,625000.0
67,67,67,30,850000.0
60,60,72,20,525000.0
58,58,73,19,475000.0
59,57,71,19,400000.0
63,63,71,22,1000000.0
69,66,79,19,2000000.0
69,66,76,21,1900000.0
59,58,75,19,525000.0
69,65,70,24,1100000.0
68,67,75,23,2300000.0
61,61,61,26,350000.0
66,64,70,22,950000.0
55,52,63,22,180000.0
61,59,68,22,500000.0
63,63,77,18,1100000.0
59,59,77,19,525000.0
61,60,66,20,350000.0
58,57,64,21,300000.0
56,54,61,21,200000.0
70,68,76,21,2500000.0
63,61,77,19,850000.0
56,56,75,19,325000.0
58,56,68,19,350000.0
62,60,72,22,575000.0
58,56,76,19,400000.0
61,59,70,22,475000.0
60,59,76,20,600000.0
66,65,76,20,1500000.0
60,60,77,19,600000.0
69,67,74,22,2100000.0
61,61,73,20,700000.0
61,59,64,25,300000.0
62,60,76,20,600000.0
54,52,64,19,180000.0
60,58,67,21,425000.0
62,60,66,21,350000.0
46,46,56,22,90000.0
53,51,58,24,120000.0
60,58,75,18,525000.0
55,53,71,18,240000.0
61,59,71,19,500000.0
66,63,67,25,675000.0
71,68,79,22,2700000.0
63,62,79,17,1000000.0
55,52,66,20,180000.0
60,60,72,21,575000.0
63,61,71,21,725000.0
63,63,74,21,1000000.0
69,67,82,21,2500000.0
68,63,78,19,1100000.0
62,60,67,22,500000.0
62,60,73,19,600000.0
50,50,67,19,110000.0
65,62,75,20,950000.0
50,48,55,22,90000.0
71,70,76,22,2600000.0
63,60,61,27,250000.0
52,52,69,18,180000.0
67,66,83,19,2200000.0
60,60,70,21,525000.0
67,64,74,21,1300000.0
58,55,78,17,400000.0
60,58,77,17,500000.0
65,64,64,27,625000.0
55,53,75,17,275000.0
56,56,74,18,350000.0
69,67,74,23,2000000.0
62,60,74,20,600000.0
66,65,76,18,1400000.0
66,65,81,19,1800000.0
57,56,70,18,325000.0
65,61,67,23,525000.0
69,68,79,22,2700000.0
58,57,71,20,400000.0
66,64,72,22,1300000.0
68,65,74,21,1600000.0
72,70,79,21,3600000.0
66,65,80,20,1600000.0
62,61,73,19,775000.0
69,66,80,20,2100000.0
67,65,72,22,1500000.0
63,63,72,21,1000000.0
55,53,61,19,200000.0
66,65,80,19,1700000.0
60,60,79,18,550000.0
70,68,73,23,1800000.0
73,71,78,25,3400000.0
67,67,68,26,1200000.0
69,67,70,27,1200000.0
63,62,71,21,900000.0
55,54,68,20,250000.0
69,69,76,24,2400000.0
63,63,76,20,1000000.0
73,71,74,25,2200000.0
65,63,74,22,1000000.0
70,69,75,20,2200000.0
55,55,72,20,300000.0
61,61,74,21,800000.0
68,66,79,21,2000000.0
66,64,76,20,1300000.0
65,64,76,19,1300000.0
59,59,65,21,350000.0
62,60,77,19,600000.0
69,65,79,19,1700000.0
53,51,63,21,140000.0
63,61,70,21,700000.0
63,61,75,18,750000.0
63,61,72,21,750000.0
65,63,74,21,1000000.0
66,64,72,23,1200000.0
54,54,72,18,240000.0
70,68,79,22,2700000.0
60,60,74,20,525000.0
62,60,68,20,550000.0
61,59,72,20,550000.0
60,58,79,17,600000.0
63,60,73,18,575000.0
61,57,70,18,375000.0
64,61,70,21,750000.0
60,58,76,19,525000.0
61,61,69,24,625000.0
66,64,71,23,1100000.0
61,60,76,18,600000.0
53,52,57,23,110000.0
64,60,77,20,650000.0
63,61,72,22,725000.0
52,49,61,19,110000.0
66,65,75,22,1600000.0
56,54,73,17,275000.0
68,67,76,21,2300000.0
71,71,81,23,3600000.0
65,63,71,22,1100000.0
51,51,51,30,50000.0
61,61,71,21,700000.0
58,57,66,21,375000.0
73,71,80,20,4100000.0
65,65,65,30,700000.0
65,63,76,20,1200000.0
64,61,73,18,750000.0
69,67,75,23,2100000.0
61,59,69,20,450000.0
68,67,78,21,2300000.0
62,61,75,20,800000.0
64,63,75,21,1200000.0
73,71,81,22,4200000.0
69,67,80,19,2300000.0
64,64,77,19,1200000.0
63,62,74,20,900000.0
55,54,74,19,300000.0
64,63,69,23,750000.0
68,68,79,20,2500000.0
72,70,74,23,2300000.0
73,70,78,23,3500000.0
61,58,74,19,500000.0
64,63,72,23,1100000.0
70,69,77,23,2900000.0
52,52,56,25,100000.0
69,67,73,22,1500000.0
64,63,78,19,1100000.0
59,58,68,20,425000.0
60,58,68,20,450000.0
71,69,76,22,2600000.0
61,59,76,18,550000.0
74,73,77,19,4200000.0
58,58,58,28,210000.0
62,62,71,19,825000.0
69,64,76,20,1400000.0
69,69,78,21,3000000.0
66,63,75,20,1100000.0
57,55,67,20,300000.0
60,60,71,20,475000.0
73,71,72,25,2200000.0
71,70,73,26,1900000.0
63,61,65,23,475000.0
66,66,75,20,1800000.0
64,61,74,21,800000.0
54,52,56,26,100000.0
53,52,53,28,80000.0
68,67,70,25,1200000.0
69,68,79,23,2500000.0
72,69,78,23,3100000.0
67,65,71,23,1100000.0
56,56,69,20,300000.0
64,64,68,25,750000.0
70,68,71,25,1400000.0
58,55,75,18,350000.0
69,67,75,20,2200000.0
68,66,76,20,1900000.0
77,74,78,24,6000000.0
66,66,78,20,1800000.0
70,68,81,19,2900000.0
62,62,69,24,675000.0
66,64,75,21,1300000.0
72,70,72,26,2000000.0
72,71,75,25,2400000.0
63,62,73,22,900000.0
68,68,69,25,1400000.0
69,67,71,23,1300000.0
64,62,69,21,800000.0
68,67,79,21,2500000.0
61,61,73,18,725000.0
65,64,74,19,1200000.0
61,61,61,28,325000.0
68,66,71,24,1200000.0
73,73,74,29,2300000.0
73,71,81,23,3900000.0
73,71,80,23,3900000.0
60,60,76,20,625000.0
65,65,74,21,1500000.0
65,64,69,25,775000.0
68,67,72,24,1400000.0
70,67,72,23,1500000.0
72,70,78,23,3300000.0
58,56,64,22,325000.0
58,58,70,21,500000.0
61,59,62,21,325000.0
66,65,75,20,1500000.0
63,61,73,20,800000.0
53,51,67,19,140000.0
68,67,75,22,2300000.0
65,62,71,23,850000.0
68,68,75,23,2300000.0
61,61,70,20,675000.0
65,65,80,20,1500000.0
68,68,77,21,2600000.0
58,55,62,20,250000.0
62,62,76,21,850000.0
69,68,76,22,2600000.0
68,64,75,20,1300000.0
71,71,81,22,3600000.0
70,69,81,22,3400000.0
67,65,73,22,1600000.0
65,63,77,20,1100000.0
60,58,70,21,500000.0
59,59,79,19,575000.0
75,75,81,25,7000000.0
64,61,66,23,500000.0
63,61,70,22,750000.0
69,69,77,22,2700000.0
65,65,65,28,475000.0
56,52,63,21,180000.0
64,62,71,21,900000.0
70,68,74,21,2000000.0
69,67,69,26,1300000.0
69,69,72,24,1500000.0
68,67,72,23,1500000.0
74,71,76,24,2600000.0
71,67,79,21,2500000.0
62,60,72,21,600000.0
69,69,75,24,2100000.0
65,64,72,22,1300000.0
71,67,72,25,1400000.0
63,61,74,21,800000.0
61,59,73,19,525000.0
68,66,77,22,1900000.0
53,53,62,23,200000.0
69,69,75,21,2100000.0
62,61,70,23,725000.0
64,64,64,28,500000.0
67,65,74,21,1500000.0
65,64,75,21,1300000.0
60,59,59,34,110000.0
64,64,70,24,875000.0
73,73,74,27,3200000.0
62,60,69,19,525000.0
73,71,79,23,4100000.0
61,59,72,22,525000.0
70,69,77,22,3000000.0
59,57,64,24,325000.0
61,59,65,21,375000.0
59,57,77,18,450000.0
75,73,76,26,3500000.0
55,55,69,21,275000.0
61,59,74,20,550000.0
59,57,68,21,375000.0
63,62,74,22,975000.0
61,59,66,24,450000.0
65,63,71,23,1100000.0
62,62,62,31,300000.0
67,67,70,26,1200000.0
66,66,76,20,1800000.0
69,69,74,23,2000000.0
66,65,68,25,950000.0
56,52,59,24,150000.0
53,53,59,22,140000.0
62,62,78,20,925000.0
63,62,70,23,875000.0
61,59,69,22,475000.0
64,63,72,21,1000000.0
64,64,71,22,1100000.0
58,57,75,19,400000.0
72,71,77,24,3000000.0
66,64,67,26,675000.0
66,64,78,20,1400000.0
57,55,66,21,275000.0
68,67,71,23,1300000.0
66,64,67,24,800000.0
73,68,79,22,2700000.0
69,67,75,21,2100000.0
69,64,80,20,1500000.0
68,66,77,21,1900000.0
81,79,90,19,38000000.0
68,66,73,22,1700000.0
60,60,67,21,475000.0
70,70,75,25,2200000.0
64,63,70,21,975000.0
60,59,66,21,450000.0
68,68,79,22,2300000.0
63,60,75,20,600000.0
71,71,76,25,2600000.0
65,62,80,19,1000000.0
67,63,69,22,775000.0
71,70,79,23,3500000.0
71,68,79,21,2700000.0
65,66,66,29,500000.0
59,57,59,25,210000.0
65,65,69,24,950000.0
67,67,73,22,1500000.0
71,69,73,24,1800000.0
67,66,73,22,1700000.0
66,63,74,22,1100000.0
63,60,70,21,550000.0
72,71,71,28,1600000.0
73,70,75,24,2400000.0
75,73,83,23,6500000.0
74,73,73,28,3100000.0
72,69,77,23,3100000.0
67,65,72,24,1400000.0
72,71,80,21,4200000.0
51,47,56,21,110000.0
67,67,67,27,1100000.0
65,63,70,22,975000.0
65,65,71,21,925000.0
78,76,78,27,8000000.0
68,66,75,23,1800000.0
66,63,72,21,1100000.0
64,64,73,21,1300000.0
70,70,73,24,1700000.0
68,66,76,23,1800000.0
80,79,81,27,19000000.0
64,63,70,20,900000.0
68,66,78,21,2100000.0
58,56,62,21,230000.0
71,69,75,23,2000000.0
75,72,79,23,4700000.0
72,71,74,23,2300000.0
71,70,73,25,2100000.0
69,67,70,24,1200000.0
66,64,75,23,1200000.0
70,69,76,23,2800000.0
72,69,75,24,2200000.0
67,65,69,24,1000000.0
65,64,69,22,850000.0
77,77,79,25,12000000.0
66,66,69,25,1100000.0
64,64,64,33,275000.0
64,62,66,25,550000.0
72,72,72,26,2600000.0
72,72,76,24,3100000.0
66,66,73,23,1500000.0
69,67,73,24,1600000.0
78,78,81,26,14000000.0
57,57,57,28,170000.0
67,66,71,23,1200000.0
69,68,75,23,2400000.0
70,68,75,24,2400000.0
70,70,70,26,1700000.0
68,65,77,21,1800000.0
63,63,69,25,600000.0
69,67,70,26,1200000.0
71,71,78,24,3600000.0
69,67,67,28,1000000.0
69,68,74,24,1900000.0
65,62,70,23,875000.0
69,66,75,24,1800000.0
68,66,74,23,1900000.0
74,70,72,25,2000000.0
71,68,76,23,2700000.0
72,71,74,25,2300000.0
78,75,81,23,9000000.0
69,69,70,30,1000000.0
72,71,76,25,2500000.0
59,59,64,24,325000.0
70,69,74,24,2100000.0
70,70,74,27,1700000.0
68,68,71,25,1500000.0
67,65,74,23,1600000.0
71,69,73,26,1700000.0
66,64,67,25,700000.0
73,72,79,23,4500000.0
64,64,70,23,875000.0
77,74,79,24,6500000.0
73,71,76,25,2800000.0
69,69,73,23,1600000.0
63,62,64,25,500000.0
70,67,72,25,1500000.0
75,74,80,24,6500000.0
64,62,68,23,625000.0
72,72,73,25,2800000.0
75,73,80,25,5500000.0
76,76,80,24,8500000.0
71,69,72,24,1900000.0
74,74,75,27,4400000.0
71,70,74,25,2100000.0
70,68,72,24,1600000.0
71,68,72,25,1700000.0
71,69,72,26,1800000.0
69,69,76,22,2700000.0
71,70,73,23,2200000.0
75,73,78,26,4000000.0
65,64,69,23,875000.0
62,61,67,22,500000.0
73,71,75,24,2700000.0
70,67,74,23,2000000.0
68,66,71,25,1300000.0
73,74,82,22,8500000.0
62,60,63,23,325000.0
68,66,70,24,1200000.0
71,68,75,24,2400000.0
74,73,75,26,3400000.0
68,65,74,22,1600000.0
75,73,74,26,3600000.0
67,64,69,24,875000.0
74,72,74,27,2500000.0
76,75,76,26,6500000.0
75,73,81,24,6500000.0
68,67,73,25,1400000.0
71,68,71,25,1600000.0
68,68,68,28,1200000.0
72,72,77,25,2700000.0
69,69,73,24,1900000.0
71,66,68,26,1100000.0
68,65,70,24,1100000.0
66,66,75,23,975000.0
76,74,79,26,5500000.0
71,67,72,24,1500000.0
70,70,76,25,2000000.0
67,67,70,24,1300000.0
62,62,70,23,850000.0
78,78,78,22,15000000.0
70,69,74,23,1900000.0
64,64,64,29,525000.0
80,80,81,30,16000000.0
70,70,70,31,1300000.0
68,68,68,27,1300000.0
71,70,70,30,1500000.0
71,68,74,24,1900000.0
70,68,72,25,1600000.0
70,67,70,26,1200000.0
70,70,70,28,1600000.0
73,73,79,23,3900000.0
68,67,68,26,1100000.0
73,72,79,25,4300000.0
75,74,77,25,5500000.0
65,65,69,26,775000.0
73,73,73,31,2200000.0
69,68,71,25,1600000.0
81,79,81,26,21500000.0
79,79,81,28,15000000.0
72,70,71,26,1900000.0
70,69,71,26,1500000.0
68,66,66,27,900000.0
70,69,70,26,1600000.0
70,70,73,26,1900000.0
71,69,70,26,1500000.0
74,74,79,24,6000000.0
68,68,74,24,1500000.0
71,69,72,27,1600000.0
65,64,67,24,800000.0
73,72,73,27,2700000.0
76,74,74,33,2600000.0
72,70,72,27,1700000.0
73,71,72,28,1800000.0
75,73,73,29,3000000.0
69,69,69,27,1500000.0
70,68,68,28,1200000.0
73,71,77,25,2600000.0
80,80,82,29,17500000.0
67,67,69,28,875000.0
58,56,58,25,180000.0
69,67,69,25,1300000.0
74,72,74,26,2600000.0
74,73,73,30,2500000.0
67,66,66,27,925000.0
78,76,77,28,7000000.0
69,68,68,28,1200000.0
74,72,74,28,2400000.0
68,67,67,32,825000.0
67,66,66,32,700000.0
68,66,68,26,1100000.0
80,80,80,27,19500000.0
69,69,71,27,1300000.0
68,68,69,27,1300000.0
66,66,67,27,900000.0
72,71,71,29,1900000.0
78,78,79,28,11000000.0
66,65,66,26,750000.0
73,72,72,32,1900000.0
76,75,75,29,5500000.0
68,67,67,31,825000.0
79,78,78,33,9000000.0
67,65,67,27,750000.0
60,60,60,27,275000.0
72,72,74,28,2000000.0
70,69,69,35,600000.0
67,66,67,28,800000.0
71,70,70,29,1600000.0
75,72,72,32,1900000.0
69,69,69,33,900000.0
66,65,65,30,700000.0
71,72,72,30,2900000.0
65,65,65,34,350000.0
68,68,68,31,650000.0
71,70,70,32,1300000.0
69,68,68,30,1000000.0
71,69,69,29,1400000.0
69,70,70,28,1800000.0
63,63,63,31,400000.0
81,79,79,31,14500000.0
76,75,75,31,3900000.0
74,74,75,30,3200000.0
72,72,72,31,1900000.0
70,69,69,33,875000.0
67,67,67,33,525000.0
71,69,69,31,1100000.0
65,65,65,32,575000.0
72,71,72,29,1700000.0
77,77,77,33,5500000.0
65,65,65,31,500000.0
75,72,72,31,1600000.0
75,75,75,33,3600000.0
68,68,68,34,210000.0
63,63,63,36,160000.0
77,77,77,35,4500000.0
74,75,75,33,4000000.0
70,69,69,31,1200000.0
72,72,72,36,425000.0
79,79,79,36,1900000.0
68,68,68,37,220000.0
72,71,71,33,900000.0
70,71,71,32,1800000.0
73,73,73,39,1000000.0
72,72,72,37,750000.0
75,75,75,35,625000.0
78,75,75,34,2600000.0
69,69,69,34,450000.0
73,70,70,36,350000.0
82,83,86,26,16500000.0
70,70,70,40,180000.0
71,71,71,36,325000.0
74,74,74,38,475000.0
80,81,81,33,7500000.0
76,76,76,38,825000.0
72,72,72,39,250000.0
73,72,72,37,800000.0
65,65,65,36,80000.0
70,70,70,36,275000.0
76,78,78,38,575000.0
79,81,81,36,6500000.0
77,77,77,39,1200000.0
77,79,79,35,3000000.0
75,71,71,35,325000.0
72,73,73,37,350000.0
82,80,80,39,1500000.0
74,74,74,39,475000.0
62,60,70,22,550000.0
62,60,70,20,550000.0
65,64,67,26,700000.0
63,60,68,17,500000.0
59,57,63,24,240000.0
54,54,59,24,130000.0
62,60,66,22,400000.0
62,61,67,24,525000.0
62,61,64,26,400000.0
55,53,69,18,220000.0
63,62,71,22,850000.0
60,59,76,19,550000.0
59,58,74,18,525000.0
64,58,76,18,525000.0
51,49,60,19,100000.0
53,51,60,21,120000.0
54,53,63,20,210000.0
56,56,66,20,275000.0
56,56,70,19,300000.0
63,61,72,20,675000.0
67,67,67,31,725000.0
69,65,73,22,1600000.0
52,52,58,22,100000.0
62,62,67,25,550000.0
53,53,64,19,190000.0
53,52,64,20,180000.0
53,53,63,21,200000.0
59,56,64,20,300000.0
67,64,77,21,1400000.0
59,57,74,19,400000.0
60,56,73,18,350000.0
58,56,67,19,300000.0
54,54,69,18,220000.0
50,48,57,22,110000.0
53,50,64,17,110000.0
53,52,72,17,210000.0
59,56,68,21,350000.0
55,55,64,21,250000.0
57,53,66,19,220000.0
58,58,77,18,450000.0
53,52,69,17,200000.0
54,52,61,20,180000.0
54,52,66,18,170000.0
56,50,67,18,120000.0
55,54,69,18,250000.0
56,51,66,19,140000.0
53,51,58,22,120000.0
51,51,68,18,130000.0
57,55,72,18,325000.0
58,52,72,17,210000.0
53,51,67,18,150000.0
58,56,76,17,400000.0
63,63,78,19,1000000.0
62,59,70,20,500000.0
63,59,73,19,525000.0
64,62,74,19,875000.0
54,53,66,18,210000.0
61,61,70,22,700000.0
57,57,65,21,350000.0
52,52,64,17,170000.0
53,51,68,17,140000.0
55,55,64,20,275000.0
57,55,70,18,275000.0
55,55,75,17,300000.0
56,54,63,20,240000.0
54,54,54,29,70000.0
56,54,58,23,140000.0
60,57,66,20,350000.0
61,60,78,18,625000.0
66,61,76,19,775000.0
55,53,60,21,190000.0
53,53,61,20,180000.0
58,54,64,20,220000.0
55,53,63,20,190000.0
52,52,64,20,180000.0
51,51,61,21,130000.0
52,50,68,18,120000.0
65,63,73,18,1000000.0
53,51,62,19,120000.0
52,52,54,28,70000.0
56,55,63,19,275000.0
56,56,63,21,275000.0
55,53,62,22,200000.0
52,51,71,18,150000.0
53,52,70,18,190000.0
54,51,71,17,160000.0
65,64,77,19,1400000.0
53,53,61,21,200000.0
55,53,70,18,240000.0
60,58,67,20,425000.0
58,57,69,19,400000.0
57,55,61,22,180000.0
52,50,63,19,110000.0
64,62,64,27,425000.0
55,51,73,17,180000.0
64,60,77,17,600000.0
59,57,67,21,350000.0
54,54,62,21,210000.0
52,52,66,20,170000.0
51,51,62,19,110000.0
52,52,61,18,140000.0
53,52,63,18,170000.0
57,55,70,19,275000.0
55,53,73,17,250000.0
53,51,67,17,150000.0
57,55,67,17,275000.0
55,55,71,18,300000.0
52,50,60,17,90000.0
61,58,70,21,500000.0
51,49,56,18,80000.0
55,53,68,19,210000.0
49,49,61,18,100000.0
49,46,58,19,110000.0
54,51,64,19,140000.0
60,59,65,23,325000.0
56,54,73,18,275000.0
51,51,63,18,120000.0
60,58,67,22,450000.0
57,55,66,18,250000.0
54,54,58,24,120000.0
54,52,70,18,200000.0
60,60,75,20,575000.0
58,56,68,20,325000.0
58,58,67,20,425000.0
55,53,72,17,220000.0
58,56,71,19,325000.0
61,59,62,25,300000.0
52,52,61,20,150000.0
55,54,62,21,240000.0
53,51,71,18,160000.0
68,66,68,28,850000.0
62,61,71,21,725000.0
58,56,65,22,325000.0
66,63,70,22,975000.0
56,55,71,19,325000.0
55,55,68,19,275000.0
53,53,71,18,210000.0
60,57,73,20,425000.0
61,60,71,20,550000.0
55,53,65,19,210000.0
59,57,67,23,350000.0
52,52,66,19,180000.0
59,59,67,20,425000.0
62,59,68,21,500000.0
60,58,78,18,525000.0
65,63,68,24,725000.0
65,63,66,26,625000.0
63,62,63,27,450000.0
55,55,66,21,275000.0
67,66,67,26,1000000.0
63,63,63,26,525000.0
52,50,63,18,110000.0
60,60,64,26,275000.0
56,54,68,18,250000.0
53,53,70,18,230000.0
54,50,71,17,150000.0
55,55,67,18,250000.0
60,58,67,23,425000.0
56,53,70,18,240000.0
66,65,71,25,1000000.0
67,65,69,23,1000000.0
53,52,59,22,150000.0
54,54,62,20,240000.0
63,61,68,21,625000.0
62,60,68,22,525000.0
60,56,65,21,325000.0
54,52,68,19,210000.0
61,61,74,20,750000.0
55,54,62,22,240000.0
60,58,70,19,450000.0
54,53,62,22,200000.0
60,59,67,22,500000.0
50,50,57,22,80000.0
57,55,68,18,275000.0
56,55,61,22,190000.0
65,65,72,21,1400000.0
68,64,73,22,1300000.0
54,54,68,20,250000.0
59,57,68,20,375000.0
57,56,66,20,300000.0
61,58,69,20,450000.0
50,50,61,20,100000.0
57,56,72,18,350000.0
58,56,76,18,375000.0
56,53,70,19,240000.0
54,52,67,18,180000.0
66,64,69,24,875000.0
62,60,75,18,575000.0
65,63,71,21,1000000.0
58,57,65,21,350000.0
62,61,70,20,725000.0
59,57,62,24,250000.0
65,62,72,21,850000.0
57,55,66,19,250000.0
65,62,70,20,875000.0
52,52,66,18,160000.0
66,64,74,21,1200000.0
60,59,70,19,475000.0
57,55,69,19,300000.0
58,56,59,25,190000.0
56,55,63,22,275000.0
53,52,64,21,200000.0
60,60,73,18,550000.0
58,56,74,19,350000.0
59,58,72,19,450000.0
60,60,69,21,525000.0
62,60,66,23,350000.0
63,62,71,19,850000.0
50,50,59,22,90000.0
67,65,72,21,1300000.0
65,63,70,21,975000.0
58,58,73,18,450000.0
61,61,64,25,325000.0
54,52,60,18,160000.0
57,55,59,22,190000.0
60,58,72,18,475000.0
55,54,63,21,240000.0
50,50,54,27,50000.0
60,58,65,22,425000.0
54,52,61,21,180000.0
58,56,62,20,220000.0
51,49,63,17,110000.0
49,49,59,18,90000.0
58,58,64,24,325000.0
53,52,70,17,190000.0
54,53,72,16,220000.0
62,60,72,20,550000.0
55,55,65,20,275000.0
57,57,62,24,200000.0
57,55,65,18,275000.0
53,52,62,21,180000.0
59,58,64,23,300000.0
57,57,67,21,325000.0
66,65,70,24,1000000.0
53,53,54,26,100000.0
66,64,68,25,725000.0
62,62,62,28,400000.0
61,58,69,21,450000.0
59,57,66,20,375000.0
57,55,71,17,300000.0
57,55,74,18,325000.0
59,56,72,19,375000.0
56,52,64,18,180000.0
60,58,66,21,450000.0
63,63,76,18,975000.0
54,54,73,18,250000.0
56,55,68,19,300000.0
59,57,72,19,375000.0
53,53,68,19,190000.0
57,55,62,20,250000.0
58,56,69,20,325000.0
61,60,68,22,525000.0
63,62,76,18,925000.0
60,60,75,19,500000.0
60,60,72,19,550000.0
55,53,69,19,240000.0
64,63,74,21,1100000.0
60,60,63,27,240000.0
49,49,58,21,110000.0
51,51,56,25,70000.0
55,53,63,19,190000.0
53,51,71,17,150000.0
59,59,66,24,425000.0
57,57,72,19,375000.0
56,52,65,19,190000.0
54,54,70,19,275000.0
55,54,68,17,230000.0
55,51,68,19,140000.0
51,49,57,21,100000.0
58,55,58,26,160000.0
53,53,60,20,160000.0
57,55,65,21,275000.0
56,54,65,21,240000.0
56,53,61,21,210000.0
57,56,59,26,170000.0
59,59,68,21,450000.0
61,61,69,23,625000.0
59,59,65,23,325000.0
54,54,66,19,240000.0
65,64,64,30,500000.0
63,61,66,24,500000.0
59,57,68,18,325000.0
58,58,65,23,400000.0
64,62,70,21,825000.0
58,56,72,18,350000.0
66,64,69,22,825000.0
60,60,68,19,450000.0
54,53,70,18,230000.0
58,57,70,19,375000.0
56,55,72,17,325000.0
58,58,70,19,425000.0
63,63,70,22,925000.0
62,58,68,20,450000.0
58,57,66,23,375000.0
53,51,60,20,120000.0
56,56,75,17,325000.0
60,58,74,18,525000.0
63,59,68,21,500000.0
63,61,69,21,725000.0
63,63,79,19,1200000.0
50,50,59,20,90000.0
56,56,57,25,170000.0
57,55,64,20,275000.0
66,65,73,22,1600000.0
65,62,71,21,900000.0
57,57,65,22,325000.0
55,53,74,17,300000.0
53,51,59,17,120000.0
53,51,60,18,110000.0
53,51,53,26,70000.0
55,54,67,19,240000.0
53,53,67,18,190000.0
57,56,68,19,350000.0
61,59,75,18,550000.0
54,52,65,19,180000.0
53,53,58,21,120000.0
53,51,61,17,110000.0
55,51,64,17,130000.0
54,51,64,17,130000.0
52,52,68,17,170000.0
50,50,60,18,90000.0
59,59,65,24,300000.0
62,61,71,20,725000.0
67,65,71,22,1000000.0
59,58,70,20,500000.0
63,62,68,20,575000.0
56,56,72,18,325000.0
61,61,66,22,475000.0
65,65,74,20,1500000.0
67,66,66,29,825000.0
55,53,72,18,240000.0
64,64,68,24,775000.0
63,63,66,25,575000.0
62,61,72,19,700000.0
52,51,58,20,120000.0
62,61,68,23,650000.0
63,61,67,24,525000.0
57,57,76,19,400000.0
58,57,68,19,325000.0
58,56,67,20,325000.0
58,56,74,18,350000.0
56,54,64,20,220000.0
59,58,68,19,425000.0
60,59,75,19,575000.0
64,62,73,20,825000.0
64,62,67,23,600000.0
63,62,68,22,600000.0
61,60,69,22,550000.0
63,62,62,28,400000.0
61,60,71,21,525000.0
69,67,72,23,1500000.0
56,54,69,18,250000.0
58,54,70,19,275000.0
64,62,68,22,575000.0
65,62,64,26,500000.0
59,57,65,21,375000.0
59,59,59,30,220000.0
57,57,58,25,200000.0
62,61,62,25,400000.0
63,62,76,19,900000.0
63,61,73,18,725000.0
53,53,69,18,210000.0
63,61,71,20,725000.0
61,60,67,20,475000.0
62,60,67,21,500000.0
74,72,75,26,3000000.0
66,64,70,23,925000.0
60,60,60,28,250000.0
64,61,72,22,725000.0
65,65,71,23,925000.0
65,64,70,24,850000.0
63,62,69,23,750000.0
60,60,65,24,350000.0
65,64,70,23,925000.0
73,72,75,24,3200000.0
68,68,72,26,1300000.0
66,64,71,21,1100000.0
70,68,72,23,1700000.0
61,60,74,19,575000.0
68,66,70,23,1200000.0
57,57,57,30,160000.0
64,64,72,21,1300000.0
65,62,72,20,875000.0
56,55,65,20,275000.0
64,64,70,22,875000.0
57,52,61,20,170000.0
55,54,63,20,230000.0
58,53,73,18,250000.0
57,55,73,17,325000.0
66,63,71,22,1100000.0
67,67,70,25,1200000.0
51,48,65,19,120000.0
53,51,64,17,130000.0
51,51,63,17,120000.0
56,53,66,18,220000.0
63,63,65,26,550000.0
56,54,68,19,250000.0
64,62,67,25,525000.0
64,62,72,22,825000.0
57,57,70,20,350000.0
56,54,70,18,250000.0
62,59,78,17,550000.0
68,66,76,22,1900000.0
61,60,61,27,250000.0
62,60,65,25,325000.0
59,58,59,27,210000.0
58,58,63,25,275000.0
57,54,62,22,230000.0
59,59,60,26,240000.0
56,55,57,26,140000.0
59,56,63,24,275000.0
57,54,60,22,170000.0
57,56,65,21,325000.0
51,51,61,18,110000.0
52,52,65,19,190000.0
57,57,64,21,325000.0
57,57,66,21,325000.0
54,50,59,19,100000.0
64,63,63,29,400000.0
62,60,68,21,550000.0
64,62,65,26,525000.0
54,54,61,22,220000.0
63,63,65,29,400000.0
54,52,75,17,240000.0
54,52,73,17,250000.0
54,50,61,21,100000.0
53,51,68,18,140000.0
56,56,73,19,325000.0
53,50,62,20,110000.0
